ICA,sp_rho,sp_rho_t0s0,sp_rho_t0s1,sp_rho_t0t1,sp_rho_s0s1,sp_rho_s0t1,sp_rho_s1t1,prop_harmed,prop_protected,prop_always,prop_never,c12,c23,c34,c13_2,c24_3,c14_23,r12,r23,r34,r13_2,r24_3,r14_23
0.3950051751752216,0.5761431564537263,0.6903565952302637,0.3183913574076543,0.2919582780143311,0.5349073758602949,0.34719232153569285,0.6845891443435658,0.1822,0.1654,0.5168,0.13559999999999994,0.45790844530796826,0.6374014011380883,0.5051118895052282,0,0,0.18099542441755959,0,0,0,0,0,0
0.3998999409687204,0.5679437371817494,0.6930799569391981,0.38596474827058985,0.45854012525360494,0.6014906424596256,0.42623051784922067,0.6845891443435658,0.1562,0.1398,0.5428,0.1612,0.45790844530796826,0.6848167255746196,0.5051118895052282,0,0,0.39655401479145536,0,0,0,0,0,0
0.37676815110921436,0.5530243643929745,0.6905635845825433,0.40573946131757843,0.42588817799552703,0.6658732200429287,0.4445176616847064,0.6845891443435658,0.1594,0.1452,0.5396,0.15580000000000005,0.45790844530796826,0.7728913985230046,0.5051118895052282,0,0,0.32503400652745945,0,0,0,0,0,0
0.36968108366969954,0.5182654127946165,0.6897531605181264,0.555329152069166,0.7657373422134937,0.8535145141085805,0.612932351653294,0.6845891443435658,0.1046,0.0828,0.5944,0.21819999999999995,0.45790844530796826,0.9160831257952559,0.5051118895052282,0,0,0.7376774840232577,0,0,0,0,0,0
0.41286366173834343,0.5803488986699559,0.6939762087510483,0.3496413157136526,0.4234938794357551,0.5354271403290856,0.3870376670655067,0.6845891443435658,0.1616,0.1446,0.5374,0.15639999999999998,0.45790844530796826,0.6088211453119449,0.5051118895052282,0,0,0.3713534048399113,0,0,0,0,0,0
0.3495049812224993,0.5277004282440171,0.6883078956283157,0.4735873484474939,0.49165736254629444,0.7901594512543779,0.51470649854026,0.6845891443435658,0.1488,0.1318,0.5502,0.1691999999999999,0.45790844530796826,0.9119678862231859,0.5051118895052282,0,0,0.3734544422491912,0,0,0,0,0,0
0.3550809875914741,0.5081449943737998,0.6893916099116644,0.5574490733059628,0.7540549839541992,0.8629176959567078,0.6137877556555102,0.6845891443435658,0.1046,0.0834,0.5944,0.2175999999999999,0.45790844530796826,0.9313253023192711,0.5051118895052282,0,0,0.717837739563783,0,0,0,0,0,0
0.37163177253358304,0.5432461377938455,0.6911523129580925,0.44090509590820376,0.4988353384174135,0.7100487908979515,0.48425836461833455,0.6845891443435658,0.1458,0.1332,0.5532,0.16779999999999995,0.45790844530796826,0.8109459696927308,0.5051118895052282,0,0,0.41359599799400865,0,0,0,0,0,0
0.3721649854908783,0.5480269424010776,0.6904875404835016,0.41971314171652563,0.444152451366098,0.6887616094064642,0.4595378696135147,0.6845891443435658,0.1572,0.1418,0.5418,0.1592,0.45790844530796826,0.797275319335113,0.5051118895052282,0,0,0.3426519944159343,0,0,0,0,0,0
0.5577433068796214,0.6695432637097304,0.6947532823181312,0.40767143470685735,0.6967477834859113,0.5421010543560421,0.4587837480153499,0.6845891443435658,0.1206,0.0992,0.5784,0.20179999999999998,0.45790844530796826,0.545706231667933,0.5051118895052282,0,0,0.7621374706947623,0,0,0,0,0,0
0.5197434959464308,0.6415789004471559,0.6948625123705005,0.42885371843414866,0.6923363517574539,0.591661201106448,0.4810887563955502,0.6845891443435658,0.1184,0.1006,0.5806,0.2003999999999999,0.45790844530796826,0.6107476912253011,0.5051118895052282,0,0,0.7362629395666717,0,0,0,0,0,0
0.41583891535341366,0.5825294181811767,0.6942190889527635,0.3463161207646448,0.4250931459957258,0.5269611226144449,0.38370091218003644,0.6845891443435658,0.1614,0.1446,0.5376,0.15639999999999998,0.45790844530796826,0.5975324950430435,0.5051118895052282,0,0,0.37704095454007114,0,0,0,0,0,0
0.3698051911320013,0.5527265374370615,0.6886141720245668,0.40188995965959834,0.35901764472870573,0.6935587215343488,0.4355293656451746,0.6845891443435658,0.1706,0.1554,0.5284,0.14560000000000006,0.45790844530796826,0.8222271936774735,0.5051118895052282,0,0,0.21873858307989733,0,0,0,0,0,0
0.39091538478594823,0.5668227167209086,0.6914227253849089,0.3646591320903652,0.3833166060206642,0.5922101400724056,0.40010170077206797,0.6845891443435658,0.1676,0.1512,0.5314,0.14980000000000004,0.45790844530796826,0.6901180920359634,0.5051118895052282,0,0,0.2912190739162802,0,0,0,0,0,0
0.3625123220737484,0.5433876398795056,0.6885895748075829,0.4294943599637744,0.40908428097137123,0.730980699223228,0.4664028615681144,0.6845891443435658,0.1646,0.1462,0.5344,0.15480000000000005,0.45790844530796826,0.8576450929912395,0.5051118895052282,0,0,0.27686273762955244,0,0,0,0,0,0
0.39654275541503325,0.5599766596150663,0.6933437370137494,0.42758357185534285,0.5345203307248132,0.6603900651996025,0.47288184163527364,0.6845891443435658,0.142,0.1252,0.557,0.17579999999999996,0.45790844530796826,0.7401077447010168,0.5051118895052282,0,0,0.48368147877613754,0,0,0,0,0,0
0.36684266156903955,0.548355077326203,0.6886487290499491,0.41484776043391036,0.386475927171037,0.708938027365521,0.45038894636755783,0.6845891443435658,0.167,0.1502,0.532,0.15079999999999993,0.45790844530796826,0.8353488124705841,0.5051118895052282,0,0,0.25258347496208483,0,0,0,0,0,0
0.3343279061114266,0.5042934137397366,0.688919528644781,0.5251243460929738,0.6178647435305896,0.8475723568468942,0.5727827447673097,0.6845891443435658,0.1296,0.1088,0.5694,0.19220000000000004,0.45790844530796826,0.9509638354708526,0.5051118895052282,0,0,0.5319915034690729,0,0,0,0,0,0
0.3887975368888964,0.569560525566421,0.6900791119231644,0.34484138272165527,0.3214824747792989,0.5800021980160879,0.37584239880969594,0.6845891443435658,0.1778,0.1624,0.5212,0.13860000000000006,0.45790844530796826,0.6883182773297596,0.5051118895052282,0,0,0.20665403153274073,0,0,0,0,0,0
0.41781683055221863,0.5542940177237606,0.6910667233866689,0.5378902486196099,0.7729617085504683,0.8107202581248103,0.597031100425244,0.6845891443435658,0.1036,0.0806,0.5954,0.22039999999999993,0.45790844530796826,0.860880743639515,0.5051118895052282,0,0,0.7642884418900365,0,0,0,0,0,0
0.34946789190937255,0.529184629199385,0.6874790789231631,0.47329527054781073,0.473653900834156,0.7990006794160271,0.5129995371599815,0.6845891443435658,0.1518,0.1348,0.5472,0.16620000000000001,0.45790844530796826,0.9271649449859928,0.5051118895052282,0,0,0.3445940334947779,0,0,0,0,0,0
0.39808788784496907,0.5788665371706615,0.6907492661579705,0.30858361003934437,0.28631112127644487,0.5152003424320136,0.33676109830244394,0.6845891443435658,0.1832,0.1664,0.5158,0.13459999999999994,0.45790844530796826,0.6135147817855717,0.5051118895052282,0,0,0.18024747068122626,0,0,0,0,0,0
0.3756488264278338,0.543812127320485,0.6919232444449297,0.45005886302635445,0.5334214493048579,0.7135980820159232,0.4951855491194219,0.6845891443435658,0.1416,0.1248,0.5574,0.17620000000000002,0.45790844530796826,0.8070138077187957,0.5051118895052282,0,0,0.461946239655788,0,0,0,0,0,0
0.44340383586935495,0.597747328037893,0.6957139780685591,0.36580507079220276,0.5151403422376136,0.5261170850126833,0.4079644965105798,0.6845891443435658,0.1466,0.1322,0.5524,0.16879999999999995,0.45790844530796826,0.5745536585000459,0.5051118895052282,0,0,0.5080984010059945,0,0,0,0,0,0
0.4016625690243907,0.5743727900469116,0.6927077401563095,0.3492714789628591,0.3899939607837584,0.5525130053965202,0.38487428057897116,0.6845891443435658,0.167,0.1508,0.532,0.1501999999999999,0.45790844530796826,0.6381660445200978,0.5051118895052282,0,0,0.31614870966984987,0,0,0,0,0,0
0.4918052528253708,0.6184879226595168,0.6939376206855047,0.4621874659754986,0.712962324678493,0.6599993345279733,0.5169885745355429,0.6845891443435658,0.1156,0.0948,0.5834,0.20619999999999994,0.45790844530796826,0.6910071948359006,0.5051118895052282,0,0,0.7386922224906616,0,0,0,0,0,0
0.4524636310143294,0.6060179867047193,0.6962701688748066,0.34220525084021,0.4929215799728631,0.482549701829988,0.382158075574323,0.6845891443435658,0.1498,0.1352,0.5492,0.16580000000000006,0.45790844530796826,0.5237305400106831,0.5051118895052282,0,0,0.49317514973054344,0,0,0,0,0,0
0.40048284206153084,0.5675782842711313,0.6931980837919233,0.39081218772848747,0.4693978861999154,0.6070807693392307,0.4317273427090937,0.6845891443435658,0.1548,0.1378,0.5442,0.1631999999999999,0.45790844530796826,0.6893591616014682,0.5051118895052282,0,0,0.4100774444542753,0,0,0,0,0,0
0.3740557214015434,0.5247912308796492,0.6905144436205776,0.5429563389342534,0.7418089797203591,0.8347262423810496,0.5996121359844854,0.6845891443435658,0.107,0.0868,0.592,0.21420000000000006,0.45790844530796826,0.8999109222071852,0.5051118895052282,0,0,0.7117216327897468,0,0,0,0,0,0
0.4670772968431427,0.605151228302049,0.694638452297538,0.4401246619569864,0.6584232968009318,0.6315631605265264,0.4915214784768591,0.6845891443435658,0.1222,0.1056,0.5768,0.19540000000000002,0.45790844530796826,0.6707292280929216,0.5051118895052282,0,0,0.6725006643105058,0,0,0,0,0,0
0.4584687789034152,0.5945604888704196,0.6937464369658575,0.4727721444468857,0.6983714958708598,0.6907298096451924,0.5275802102232083,0.6845891443435658,0.1162,0.0964,0.5828,0.2046,0.45790844530796826,0.73326491659999,0.5051118895052282,0,0,0.7063541444106964,0,0,0,0,0,0
0.3757368879014812,0.5493251633170065,0.6909502299740091,0.42027794026711757,0.46061814296872566,0.6814290687291626,0.4612768036990721,0.6845891443435658,0.1532,0.14,0.5458,0.16100000000000003,0.45790844530796826,0.7844860336707917,0.5051118895052282,0,0,0.36921603758231175,0,0,0,0,0,0
0.38152839011567774,0.5644027688801107,0.6891512193740488,0.3605022857480914,0.31772645053305804,0.6192265355530614,0.39150068151602724,0.6845891443435658,0.1784,0.1624,0.5206,0.13860000000000006,0.45790844530796826,0.7382871049484925,0.5051118895052282,0,0,0.1865897107914781,0,0,0,0,0,0
0.48917696069259065,0.6232484168339366,0.69531675184467,0.41182138882485553,0.6419285063491401,0.5737603921984156,0.4612590611703624,0.6845891443435658,0.125,0.1084,0.574,0.1926,0.45790844530796826,0.6018755785114471,0.5051118895052282,0,0,0.671809483851191,0,0,0,0,0,0
0.3599077606536495,0.5234880598195223,0.691128927357157,0.5043533067981323,0.6290992060919682,0.7944005172480206,0.5546188416087535,0.6845891443435658,0.1262,0.10780000000000001,0.5728,0.19320000000000004,0.45790844530796826,0.8820575605471546,0.5051118895052282,0,0,0.5680350673412046,0,0,0,0,0,0
0.3691306976042563,0.5480409054096362,0.689557225566289,0.4160985848999434,0.41381977300079087,0.6969705585028222,0.4540105082084203,0.6845891443435658,0.1622,0.1448,0.5368,0.1561999999999999,0.45790844530796826,0.8142481404316563,0.5051118895052282,0,0,0.2962623244213406,0,0,0,0,0,0
0.36314505905291694,0.5458280121051204,0.6879018534360741,0.4257019730280789,0.3855360645734425,0.7351833328633331,0.46074147666965903,0.6845891443435658,0.1686,0.1496,0.5304,0.15139999999999998,0.45790844530796826,0.8680175710128669,0.5051118895052282,0,0,0.24176071456642023,0,0,0,0,0,0
0.5712100593171143,0.6776014848320593,0.6942359118014364,0.4220156959526278,0.7230774536910981,0.5642079564563182,0.4748379632495185,0.6845891443435658,0.1142,0.0944,0.5848,0.2066,0.45790844530796826,0.5665993565028069,0.5051118895052282,0,0,0.7902708150187215,0,0,0,0,0,0
0.3659861456227752,0.5367013818840553,0.6910624139464965,0.4593576713663068,0.5288820917152837,0.7375738233909529,0.503794377687775,0.6845891443435658,0.1402,0.1262,0.5588,0.17480000000000007,0.45790844530796826,0.8379565264631209,0.5051118895052282,0,0,0.44627140315286595,0,0,0,0,0,0
0.42672114940199246,0.5785919232076768,0.6944478921939156,0.43327010741080424,0.5975340724773628,0.6433754323270172,0.4821098997003959,0.6845891443435658,0.1326,0.1162,0.5664,0.18479999999999996,0.45790844530796826,0.7021213611242129,0.5051118895052282,0,0,0.5810455035982862,0,0,0,0,0,0
0.3561026823022224,0.5251960459038418,0.6907025491961019,0.4886853818514152,0.5789740085989603,0.7813564951262597,0.5357189815887592,0.6845891443435658,0.1336,0.1144,0.5654,0.1866,0.45790844530796826,0.8793383456522252,0.5051118895052282,0,0,0.5015516401995782,0,0,0,0,0,0
0.39539773301018744,0.5508289190891568,0.6930677167467086,0.4795608241744329,0.6355312186372486,0.7340852417154096,0.5313659150786365,0.6845891443435658,0.1258,0.1086,0.5732,0.1923999999999999,0.45790844530796826,0.8050240855114271,0.5051118895052282,0,0,0.600353878267785,0,0,0,0,0,0
0.36004930574163363,0.5382239526969581,0.6890670173866806,0.44318432041537276,0.44724459142578366,0.7424982344999292,0.48274912244596485,0.6845891443435658,0.1566,0.1404,0.5424,0.16060000000000008,0.45790844530796826,0.8632141444963073,0.5051118895052282,0,0,0.3274391004470556,0,0,0,0,0,0
0.3778047192700168,0.5596653736506149,0.6893627447265097,0.3789345537493821,0.3486050616242024,0.6451763430550537,0.4122662296106491,0.6845891443435658,0.173,0.1578,0.526,0.1432,0.45790844530796826,0.7642699318436998,0.5051118895052282,0,0,0.22150325639925283,0,0,0,0,0,0
0.3797589341833283,0.557171178158847,0.6904751355550054,0.3918874359634974,0.4014881777555271,0.6463911833596473,0.42891163466046534,0.6845891443435658,0.164,0.1478,0.535,0.1531999999999999,0.45790844530796826,0.7541045968705082,0.5051118895052282,0,0,0.2971074800504512,0,0,0,0,0,0
