ICA,sp_rho,sp_rho_t0s0,sp_rho_t0s1,sp_rho_t0t1,sp_rho_s0s1,sp_rho_s0t1,sp_rho_s1t1,prop_harmed,prop_protected,prop_always,prop_never,c12,c23,c34,c13_2,c24_3,c14_23,r12,r23,r34,r13_2,r24_3,r14_23
0.4344228355193387,0.6081498996859959,0.695020950392838,0.1908034179361367,0.24435535092621402,0.25265143106605725,0.21981083429643336,0.6845891443435658,0.1992,0.1776,0.4998,0.12339999999999995,0.45790844530796826,0.2633708310854263,0.5051118895052282,0.018587240502516453,0.033881761485183855,0.20075211847303637,0,0,0,0,0,0
0.3684662769494601,0.42142676472907054,0.6896318700812747,0.5139673291346931,0.8875406707976268,0.5113541474941659,0.654571776742871,0.6845891443435658,0.1568,0.1358,0.5422,0.1651999999999999,0.45790844530796826,0.3680924779806665,0.5051118895052282,0.18597692799370436,0.3524236322562892,0.8821546819495444,0,0,0,0,0,0
0.25917107782607496,0.30341969735278784,0.6918786104911444,0.5002214555928582,0.7432871736674869,0.6190499354819974,0.6695794919031796,0.6845891443435658,0.1656,0.1478,0.5334,0.15320000000000011,0.45790844530796826,0.5622152000224784,0.5051118895052282,0.1302173908517338,0.382665609783842,0.67254081168994,0,0,0,0,0,0
0.22051145315584897,0.3259788157271526,0.6874178951447157,0.6115861558874461,0.5047339484453578,0.8082441156257646,0.5208378375375134,0.6845891443435658,0.1802,0.1636,0.5188,0.13739999999999997,0.45790844530796826,0.8730986857328238,0.5051118895052282,0.45628391381128824,0.058268123424855135,0.3227603379255453,0,0,0,0,0,0
0.3927000542692475,0.5707052195322088,0.6930067805522712,0.26143928370557135,0.24036928868677152,0.2348026435041057,0.18910133124405323,0.6845891443435658,0.2136,0.1936,0.4854,0.1074,0.45790844530796826,0.20030440487624798,0.5051118895052282,0.16630111909486692,0.024427693411008356,0.13562373449323523,0,0,0,0,0,0
0.30125445705883536,0.48089706099588236,0.6861841962153677,0.4660600480504019,0.3414914234196569,0.7458017560080702,0.460258675274347,0.6845891443435658,0.1886,0.1706,0.5104,0.13040000000000007,0.45790844530796826,0.8643007525079582,0.5051118895052282,0.1679403166304505,0.06853106144797973,0.1304946174994621,0,0,0,0,0,0
0.2262034029998019,-0.03698711965548478,0.6847915965436638,0.6556768611070743,0.6901885959915437,0.8839245554209821,0.6998945381397814,0.6845891443435658,0.168,0.1508,0.531,0.1502,0.45790844530796826,0.9055929566662321,0.5051118895052282,0.4403162021633615,0.4571892471723792,0.7763356735770724,0,0,0,0,0,0
0.18588819276642066,0.21337816463112655,0.6904340695373627,0.5336911916516476,0.655388727751549,0.6816337559053501,0.678673603178944,0.6845891443435658,0.1878,0.169,0.5112,0.132,0.45790844530796826,0.6456130590485333,0.5051118895052282,0.19930137107607074,0.4361462098672229,0.5320578838557984,0,0,0,0,0,0
0.2097643709209055,0.2506972052598882,0.6909241389009655,0.49694033597361337,0.6523798816151952,0.6527381391335254,0.679975302847012,0.6845891443435658,0.185,0.1668,0.514,0.13419999999999987,0.45790844530796826,0.6157013641318876,0.5051118895052282,0.1439302325376178,0.4506551264913624,0.5312167926574727,0,0,0,0,0,0
0.34990915989380567,0.4927573822382952,0.69184855922594235,0.5070584676743387,0.5332302877612114,0.23592436889297472,0.24056081435843255,0.6845891443435658,0.2048,0.1852,0.4942,0.11580000000000001,0.45790844530796826,0.06145763346321873,0.5051118895052282,0.4760211486507823,0.01747903673743099,0.4537732534381692,0,0,0,0,0,0
