ICA,sp_rho,sp_rho_t0s0,sp_rho_t0s1,sp_rho_t0t1,sp_rho_s0s1,sp_rho_s0t1,sp_rho_s1t1,prop_harmed,prop_protected,prop_always,prop_never,c12,c23,c34,c13_2,c24_3,c14_23,r12,r23,r34,r13_2,r24_3,r14_23
0.41433428349663814,0.5896150529926021,0.6933960603758423,0.2627758318550332,0.2905212065328482,0.3972882115715284,0.29380095287203806,0.6845891443435658,0.1876,0.1672,0.5114,0.13380000000000003,0.45790844530796826,0.4524758039349714,0.5051118895052282,0.01115244705129985,0.020329679294250773,0.21949250570263565,0,0,0,0,0,0
0.40409296103553016,0.485195100591804,0.6927635069425402,0.49552159271686363,0.8043715900948636,0.5843330210373209,0.5951476227819048,0.6845891443435658,0.14,0.1204,0.559,0.18059999999999998,0.45790844530796826,0.5282377198232491,0.5051118895052282,0.11168946259443488,0.21216409842318676,0.7914286872162104,0,0,0,0,0,0
0.31187763842638716,0.4126578675783147,0.6937388489335539,0.48668144599525776,0.6845020822280832,0.66304775138591,0.6009783306631332,0.6845891443435658,0.1516,0.1324,0.5474,0.16860000000000008,0.45790844530796826,0.6685981476434386,0.5051118895052282,0.07816582801259789,0.2305104147542119,0.6138774718896133,0,0,0,0,0,0
0.27258478564632593,0.4166681301707252,0.6877882087275282,0.5490870096754803,0.49043442464137693,0.8009868449034737,0.5154732815789312,0.6845891443435658,0.1696,0.1508,0.5294,0.1502,0.45790844530796826,0.8946554874715776,0.5051118895052282,0.27532554241875834,0.0349640405030113,0.32111232569734943,0,0,0,0,0,0
0.38992677619785476,0.5670310660092426,0.6920647208025887,0.2945766833990673,0.2732571180342847,0.3763834858393394,0.26767455009898194,0.6845891443435658,0.2016,0.1796,0.4974,0.12140000000000001,0.45790844530796826,0.4067818168082516,0.5051118895052282,0.099854479894082,0.014656849282481151,0.16527775614490506,0,0,0,0,0,0
0.32690616726105504,0.5083146995325879,0.6864760776030431,0.45285763677030544,0.35292990710919625,0.7571132145085284,0.4643063716282548,0.6845891443435658,0.1808,0.1628,0.5182,0.1382000000000001,0.45790844530796826,0.8882128851640234,0.5051118895052282,0.10084020706629634,0.04112378918771635,0.16100827641197515,0,0,0,0,0,0
0.2020075240765855,0.16433612788544508,0.6880148906565956,0.6202307920732316,0.7378101642644065,0.8765756071910242,0.6692745452029818,0.6845891443435658,0.1416,0.1212,0.5574,0.17980000000000007,0.45790844530796826,0.9184832149680182,0.5051118895052282,0.2655850467512594,0.27587816339216525,0.7015193521486233,0,0,0,0,0,0
0.2536245429335351,0.3597061444682458,0.6919716129908645,0.5027293475971738,0.6133015371400614,0.703814051064562,0.6025016871400674,0.6845891443435658,0.1654,0.1496,0.5336,0.1514000000000001,0.45790844530796826,0.7289980024925822,0.5051118895052282,0.11970803251456137,0.2630432275515435,0.4959173998983933,0,0,0,0,0,0
0.2710185320066826,0.37980680978427234,0.6924132528485301,0.4800504179540167,0.6084341969773678,0.6833566796862671,0.6005995163759806,0.6845891443435658,0.1648,0.149,0.5342,0.1519999999999999,0.45790844530796826,0.707321753743752,0.5051118895052282,0.08640595291840122,0.2718905630512736,0.49521300601378776,0,0,0,0,0,0
0.3791592750925332,0.51821050165642,0.6947318209412727,0.45099658770386347,0.5069338794453552,0.3724729324989172,0.3142697162827886,0.6845891443435658,0.1824,0.172,0.5166,0.129,0.45790844530796826,0.30588583598773605,0.5051118895052282,0.2873822169636041,0.010487507487486995,0.43043210277493654,0,0,0,0,0,0
0.3321111986196703,0.492173875974955,0.6902986475159458,0.4213553681822147,0.3451368719814748,0.4255651384626055,0.3037751317990052,0.6845891443435658,0.2098,0.1924,0.4892,0.10859999999999997,0.45790844530796826,0.40986221140638024,0.5051118895052282,0.27462992794808766,0.03389835922333959,0.17096313446362768,0,0,0,0,0,0
